Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
4678,,,,,,,,,,,Geminiviridae,,Begomovirus,,Triumfetta yellow mosaic virus,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855842,
4679,,,,,,,,,,,Geminiviridae,,Begomovirus,,Velvet bean golden mosaic virus,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855843,
4680,,,,,,,,,,,Geminiviridae,,Begomovirus,,Velvet bean severe mosaic virus,0,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem.pdf",ICTVonline=201853490,
4681,,,,,,,,,,,Geminiviridae,,Begomovirus,,Vernonia crinkle virus,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855844,
4682,,,,,,,,,,,Geminiviridae,,Begomovirus,,Vernonia yellow vein Fujian virus,0,ssDNA(+/-),"New,",34,2018.029P.A.v2.Begomovirus_28sp_5sprem.zip,ICTVonline=201856717,
4683,,,,,,,,,,,Geminiviridae,,Begomovirus,,Vernonia yellow vein virus,0,ssDNA(+/-),"New,",24,2006.001P.04.GeminiSp revised 06.08.pdf,ICTVonline=201853491,
4684,,,,,,,,,,,Geminiviridae,,Begomovirus,,Vigna yellow mosaic virus,0,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem.pdf",ICTVonline=201853492,
4685,,,,,,,,,,,Geminiviridae,,Begomovirus,,Vinca leaf curl virus,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855845,
4686,,,,,,,,,,,Geminiviridae,,Begomovirus,,Watermelon chlorotic stunt virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853493,
4687,,,,,,,,,,,Geminiviridae,,Begomovirus,,West African Asystasia virus 1,0,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp.pdf",ICTVonline=201853494,
4688,,,,,,,,,,,Geminiviridae,,Begomovirus,,West African Asystasia virus 2,0,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp.pdf",ICTVonline=201853495,
4689,,,,,,,,,,,Geminiviridae,,Begomovirus,,West African Asystasia virus 3,0,ssDNA(+/-),"New,",34,2018.029P.A.v2.Begomovirus_28sp_5sprem.zip,ICTVonline=201856718,
4690,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 1,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855846,
4691,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 2,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855847,
4692,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 3,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855848,
4693,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 4,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855849,
4694,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 6,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855850,
4695,,,,,,,,,,,Geminiviridae,,Begomovirus,,Whitefly-associated begomovirus 7,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855851,
4696,,,,,,,,,,,Geminiviridae,,Begomovirus,,Wissadula golden mosaic virus,0,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp.pdf",ICTVonline=201853496,
4697,,,,,,,,,,,Geminiviridae,,Begomovirus,,Wissadula yellow mosaic virus,0,ssDNA(+/-),"New,",32,2017.010P.A.v1.Begomovirus_66sp.zip,ICTVonline=201855852,
4698,,,,,,,,,,,Geminiviridae,,Capulavirus,,Alfalfa leaf curl virus,0,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853498,
4699,,,,,,,,,,,Geminiviridae,,Capulavirus,,Euphorbia caput-medusae latent virus,1,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853499,
4700,,,,,,,,,,,Geminiviridae,,Capulavirus,,French bean severe leaf curl virus,0,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853500,
4701,,,,,,,,,,,Geminiviridae,,Capulavirus,,Plantago lanceolata latent virus,0,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853501,
4702,,,,,,,,,,,Geminiviridae,,Curtovirus,,Beet curly top virus,1,ssDNA(+/-),"Merged,Assigned as Type Species,",18,ICTV 7th Report.pdf,ICTVonline=201853503,
4703,,,,,,,,,,,Geminiviridae,,Curtovirus,,Horseradish curly top virus,0,ssDNA(+/-),"New,",18,ICTV 7th Report.pdf,ICTVonline=201853504,
4704,,,,,,,,,,,Geminiviridae,,Curtovirus,,Spinach severe curly top virus,0,ssDNA(+/-),"New,",27,2012.018a-pP.A.v4.Geminiviridae.pdf,ICTVonline=201853505,
4705,,,,,,,,,,,Geminiviridae,,Eragrovirus,,Eragrostis curvula streak virus,1,ssDNA(+/-),"New,Assigned as Type Species,",27,2012.018a-pP.A.v4.Geminiviridae.pdf,ICTVonline=201853507,
4706,,,,,,,,,,,Geminiviridae,,Grablovirus,,Grapevine red blotch virus,1,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853509,
4707,,,,,,,,,,,Geminiviridae,,Grablovirus,,Prunus latent virus,0,ssDNA(+/-),"New,",34,2018.028P.A.v1.Geminiviridae_6sp.zip,ICTVonline=201856690,
4708,,,,,,,,,,,Geminiviridae,,Grablovirus,,Wild Vitis latent virus,0,ssDNA(+/-),"New,",34,2018.028P.A.v1.Geminiviridae_6sp.zip,ICTVonline=201856689,
4709,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Axonopus compressus streak virus,0,ssDNA(+/-),"New,",30,2015.016aP.A.v2.Mastrevirus_3sp.pdf,ICTVonline=201853511,
4710,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Bromus catharticus striate mosaic virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853512,
4711,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea chlorosis Australia virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853513,
4712,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea chlorosis virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853514,
4713,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea chlorotic dwarf virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853515,
4714,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea redleaf virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853516,
4715,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea yellow dwarf virus,0,ssDNA(+/-),"New,",32,2017.008P.A.v2.Mastrevirus_5sp.zip,ICTVonline=201855853,
4716,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chickpea yellows virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853517,
4717,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Chloris striate mosaic virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853518,
4718,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Digitaria ciliaris striate mosaic virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853519,
4719,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Digitaria didactyla striate mosaic virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853520,
4720,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Digitaria streak virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853521,
4721,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Dragonfly-associated mastrevirus,0,ssDNA(+/-),"New,",32,2017.008P.A.v2.Mastrevirus_5sp.zip,ICTVonline=201855854,
4722,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Eragrostis minor streak virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853522,
4723,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Eragrostis streak virus,0,ssDNA(+/-),"New,",25,2009.014c-fP.v2.Geminiviridae-4Sp.pdf,ICTVonline=201853523,
4724,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Maize streak Reunion virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853524,
4725,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Maize streak virus,1,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853525,
4726,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Maize striate mosaic virus,0,ssDNA(+/-),"New,",34,2018.028P.A.v1.Geminiviridae_6sp.zip,ICTVonline=201856685,
4727,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Miscanthus streak virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853526,
4728,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Oat dwarf virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853527,
4729,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Panicum streak virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853528,
4730,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Paspalum dilatatum striate mosaic virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853529,
4731,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Paspalum striate mosaic virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853530,
4732,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Rice latent virus 1,0,ssDNA(+/-),"New,",34,2018.028P.A.v1.Geminiviridae_6sp.zip,ICTVonline=201856686,
4733,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Rice latent virus 2,0,ssDNA(+/-),"New,",34,2018.028P.A.v1.Geminiviridae_6sp.zip,ICTVonline=201856687,
4734,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Saccharum streak virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853531,
4735,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sporobolus striate mosaic virus 1,0,ssDNA(+/-),"Renamed,",32,2017.011P.A.v2.Gemini_sp_ren.zip,ICTVonline=201853532,
4736,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sporobolus striate mosaic virus 2,0,ssDNA(+/-),"Renamed,",32,2017.011P.A.v2.Gemini_sp_ren.zip,ICTVonline=201853533,
4737,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane chlorotic streak virus,0,ssDNA(+/-),"New,",32,2017.008P.A.v2.Mastrevirus_5sp.zip,ICTVonline=201855855,
4738,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane streak Egypt virus,0,ssDNA(+/-),"New,",20,Ratification_2002a.pdf,ICTVonline=201853534,
4739,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane streak Reunion virus,0,ssDNA(+/-),"New,",20,Ratification_2002a.pdf,ICTVonline=201853535,
4740,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane streak virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853536,
4741,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane striate virus,0,ssDNA(+/-),"New,",32,2017.008P.A.v2.Mastrevirus_5sp.zip,ICTVonline=201855856,
4742,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sugarcane white streak virus,0,ssDNA(+/-),"New,",30,2015.016aP.A.v2.Mastrevirus_3sp.pdf,ICTVonline=201853537,
4743,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Sweet potato symptomless virus 1,0,ssDNA(+/-),"New,",32,2017.008P.A.v2.Mastrevirus_5sp.zip,ICTVonline=201855857,
4744,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Switchgrass mosaic-associated virus,0,ssDNA(+/-),"New,",30,2015.016aP.A.v2.Mastrevirus_3sp.pdf,ICTVonline=201853538,
4745,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Tobacco yellow dwarf virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853539,
4746,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Urochloa streak virus,0,ssDNA(+/-),"New,",25,2009.014c-fP.v2.Geminiviridae-4Sp.pdf,ICTVonline=201853540,
4747,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Wheat dwarf India virus,0,ssDNA(+/-),"New,",27,"2012.019abP.A.v3.Mastrevirus-17sp,rem-2sp.pdf",ICTVonline=201853541,
4748,,,,,,,,,,,Geminiviridae,,Mastrevirus,,Wheat dwarf virus,0,ssDNA(+/-),"Moved,",16,Ratification_1997.pdf,ICTVonline=201853542,
4749,,,,,,,,,,,Geminiviridae,,Topocuvirus,,Tomato pseudo-curly top virus,1,ssDNA(+/-),"Moved,Assigned as Type Species,",19,Ratification_1999.pdf,ICTVonline=201853544,
4750,,,,,,,,,,,Geminiviridae,,Turncurtovirus,,Turnip curly top virus,1,ssDNA(+/-),"New,Assigned as Type Species,",27,2012.018a-pP.A.v4.Geminiviridae.pdf,ICTVonline=201853546,
4751,,,,,,,,,,,Geminiviridae,,Turncurtovirus,,Turnip leaf roll virus,0,ssDNA(+/-),"New,",32,2017.009P.A.v1.Turncurtovirus_sp.zip,ICTVonline=201855858,
4752,,,,,,,,,,,Geminiviridae,,,,Citrus chlorotic dwarf associated virus,0,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853548,
4753,,,,,,,,,,,Geminiviridae,,,,Mulberry mosaic dwarf associated virus,0,ssDNA(+/-),"New,",31,2016.014a-iP.A.v2.Geminiviridae_2gen.pdf,ICTVonline=201853549,
4754,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Blackbird associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853553,
4755,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Bovine associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853554,
4756,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Bromus associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853555,
4757,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Cassava associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853556,
4758,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Chickadee associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853557,
4759,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Chicken associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853558,
4760,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Chicken associated gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853559,
4761,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Dragonfly associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853560,
4762,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Equine associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853561,
4763,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Fur seal associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853562,
4764,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Gerygone associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853563,
4765,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Gerygone associated gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853564,
4766,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Gerygone associated gemycircularvirus 3,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853565,
4767,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Hypericum associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853566,
4768,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Lama associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853567,
4769,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Mallard associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853568,
4770,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Miniopterus associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853569,
4771,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Mongoose associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853570,
4772,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Mosquito associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853571,
4773,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Odonata associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853572,
4774,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Odonata associated gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853573,
4775,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Poaceae associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853574,
4776,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Porcine associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853575,
4777,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Porcine associated gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853576,
4778,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853577,
4779,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853578,
4780,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 3,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853579,
4781,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 4,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853580,
4782,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 5,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853581,
4783,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 6,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853582,
4784,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 7,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853583,
4785,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 8,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853584,
4786,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 9,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853585,
4787,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Pteropus associated gemycircularvirus 10,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853586,
4788,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Rat associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853587,
4789,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sclerotinia gemycircularvirus 1,1,ssDNA,"New,",30,2015.002a-gF.A.v2.Genomoviridae.pdf,ICTVonline=201853588,
4790,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sewage derived gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853589,
4791,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sewage derived gemycircularvirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853590,
4792,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sewage derived gemycircularvirus 3,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853591,
4793,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sewage derived gemycircularvirus 4,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853592,
4794,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sewage derived gemycircularvirus 5,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853593,
4795,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Sheep associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853594,
4796,,,,,,,,,,,Genomoviridae,,Gemycircularvirus,,Soybean associated gemycircularvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853595,
4797,,,,,,,,,,,Genomoviridae,,Gemyduguivirus,,Dragonfly associated gemyduguivirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853597,
4798,,,,,,,,,,,Genomoviridae,,Gemygorvirus,,Canine associated gemygorvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853599,
4799,,,,,,,,,,,Genomoviridae,,Gemygorvirus,,Mallard associated gemygorvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853600,
4800,,,,,,,,,,,Genomoviridae,,Gemygorvirus,,Pteropus associated gemygorvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853601,
4801,,,,,,,,,,,Genomoviridae,,Gemygorvirus,,Sewage derived gemygorvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853602,
4802,,,,,,,,,,,Genomoviridae,,Gemygorvirus,,Starling associated gemygorvirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853603,
4803,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Badger associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853605,
4804,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Black robin associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853606,
4805,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Blackbird associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853607,
4806,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Bovine associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853608,
4807,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Dragonfly associated gemykibivirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853609,
4808,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Human associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853610,
4809,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Human associated gemykibivirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853611,
4810,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Human associated gemykibivirus 3,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853612,
4811,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Human associated gemykibivirus 4,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853613,
4812,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Human associated gemykibivirus 5,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853614,
4813,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Mongoose associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853615,
